Name,Description,Requirements,Reward,Type,Sub_Type,Heist,Difficulty,Status,Completion Date,Source
Caddyshacked,"In the Midland Ranch job on the OVERKILL difficulty or above, kill 100 enemies with a golf cart.",,,Achievement,Heist,Midland Ranch,Overkill,Incomplete,,Midland Ranch Heist
Lucky Streak,"In the Midland Ranch job, find all horseshoes hidden around the ranch.",,,Achievement,Heist,Midland Ranch,Normal,Incomplete,,Midland Ranch Heist
Marshal Law,"In the Midland Ranch job on the OVERKILL difficulty or above, use the turret to kill 4 US Marshal Sharpshooters.",,,Achievement,Heist,Midland Ranch,Overkill,Incomplete,,Midland Ranch Heist
Texas Treasures,"In the Midland Ranch job on the OVERKILL difficulty or above, acquire a rare treasure.",,,Achievement,Heist,Midland Ranch,Overkill,Incomplete,,Midland Ranch Heist
Field Test,"Kill 500 enemies with the Hailstorm Mk 5's Volley Shot mode. Unlocks the ""Prototype Conversion Kit"".",,Yes,Achievement,Equipment,,Normal,Incomplete,,McShay Weapon Pack 2
Heister With A Shotgun,"Kill 1000 enemies with either version of the VD-12. Unlocks the ""Stateside Conversion Kit"".",,Yes,Achievement,Equipment,,Normal,Incomplete,,McShay Weapon Pack 2
Snake Charmer,"Kill 100 enemies with the Viper Grenade throwable on Overkill difficulty or above. Unlocks the ""Tombstone Slug"" for shotguns.",,Yes,Achievement,Equipment,,Overkill,Incomplete,,McShay Weapon Pack 2
Workin' On The Railroad,Complete the Lost In Transit job on the Normal difficulty or above.,,,Achievement,Completion,,Normal,Incomplete,,Lost In Transit
Freight Night,Complete the Lost In Transit job on the Hard difficulty or above.,,,Achievement,Completion,,Hard,Incomplete,,Lost In Transit
The Greater Train Robbery,Complete the Lost In Transit job on the Very Hard difficulty or above.,,,Achievement,Completion,,Very Hard,Incomplete,,Lost In Transit
Transitive Property,Complete the Lost In Transit job on the OVERKILL difficulty or above.,,,Achievement,Completion,,Overkill,Incomplete,,Lost In Transit
Lost And Found,Complete the Lost In Transit job on the Mayhem difficulty or above.,,,Achievement,Completion,,Mayhem,Incomplete,,Lost In Transit
The Payday Express,Complete the Lost In Transit job on the Death Wish difficulty or above.,,,Achievement,Completion,,Death Wish,Incomplete,,Lost In Transit
I Like Trains,Complete the Lost In Transit job on the Death Sentence difficulty.,,,Achievement,Completion,,Death Sentence,Incomplete,,Lost In Transit
Print The Money And Run,Complete the Lost In Transit job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,,DSOD,Incomplete,,Lost In Transit
"Texas Treasures, Part 2","In the Lost In Transit job, find the hidden safe locked with the sheriff star and steal the content.",,,Achievement,Heist,Lost In Transit,Normal,Incomplete,,Lost In Transit
Tabula Railroad,"Complete the Lost In Transit job on the OVERKILL difficulty or above in Loud, with each crew member wearing a two-piece suit, wielding a Castigo .44 Revolver with a Mosconi 12G shotgun, and using no equipped skills.",,,Achievement,Heist,Lost In Transit,Overkill,Incomplete,,Lost In Transit
Billy The Kid,"In the Lost In Transit job on the OVERKILL difficulty or above, get 5 enemy headshot kills within 10 seconds using a revolver.",,,Achievement,Heist,Lost In Transit,Overkill,Incomplete,,Lost In Transit
Victimless Crime,Complete the Lost In Transit job without raising the alarm or killing anyone.,,,Achievement,Heist,Lost In Transit,Normal,Incomplete,,Lost In Transit
Don't Let Them Get Wet,"Having started from wave 1, beat wave 3 of Holdout on the Boat Load heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
How Many Life Preservers,"Having started from wave 1, beat wave 5 of Holdout on the Boat Load heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
A Different Kind of Exchange in the Docks,"Having started from wave 1, beat wave 7 of Holdout on the Boat Load heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Wait for a Bigger Boat,"Having started from wave 1, beat wave 9 of Holdout on the Boat Load heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Hide Them in the Vault,"Having started from wave 1, beat wave 3 of Holdout on the First World Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Tie Them to the Chairs,"Having started from wave 1, beat wave 5 of Holdout on the First World Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Would you Rather Be Robbing the Place?,"Having started from wave 1, beat wave 7 of Holdout on the First World Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
A Different Level of Scoring,"Having started from wave 1, beat wave 9 of Holdout on the First World Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Maybe that Statue is Worth More,"Having started from wave 1, beat wave 3 of Holdout on The Diamond heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
"No Heisters Here, Just Us Dinosaurs","Having started from wave 1, beat wave 5 of Holdout on The Diamond heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
This Hostage Belongs in a Museum,"Having started from wave 1, beat wave 7of Holdout on The Diamond heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Worthy of Permanent Display,"Having started from wave 1, beat wave 9 of Holdout on The Diamond heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Holdout in the Sun,"Having started from wave 1, beat wave 3 of Holdout on the Heat Street heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
A Nice Day for a Hostage Situation,"Having started from wave 1, beat wave 5 of Holdout on the Heat Street heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Sit Them Down on the Curb,"Having started from wave 1, beat wave 7 of Holdout on the Heat Street heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Money on the Asphalt,"Having started from wave 1, beat wave 9 of Holdout on the Heat Street heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Three Cherries on the Slot Machine,"Having started from wave 1, beat wave 3 of Holdout on the Golden Grin Casino heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
"Dinner, a Show and Some Blackjack","Having started from wave 1, beat wave 5 of Holdout on the Golden Grin Casino heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Don't Forget to Bring Rain Man,"Having started from wave 1, beat wave 7 of Holdout on the Golden Grin Casino heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Cleaning out the House,"Having started from wave 1, beat wave 9 of Holdout on the Golden Grin Casino heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Break the ATM,"Having started from wave 1, beat wave 3 of Holdout on the Big Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Teller Hold,"Having started from wave 1, beat wave 5 of Holdout on the Big Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Higher Stock Values,"Having started from wave 1, beat wave 7 of Holdout on the Big Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
The Bank Manager Must Be Worth Something,"Having started from wave 1, beat wave 9 of Holdout on the Big Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
A Sale in Sporting Goods,"Having started from wave 1, beat wave 3 of Holdout on the Mallcrasher heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Throw a Cop in the Fountain,"Having started from wave 1, beat wave 5 of Holdout on the Mallcrasher heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Let's Trade in the Food Court,"Having started from wave 1, beat wave 7 of Holdout on the Mallcrasher heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
"Halfoffius, God of the Mall","Having started from wave 1, beat wave 9 of Holdout on the Mallcrasher heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
"Play It Again, Hox","Having started from wave 1, beat wave 3 of Holdout on The Alesso Heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Just Another Floorshow,"Having started from wave 1, beat wave 5 of Holdout on The Alesso Heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Louder than a Boom Box,"Having started from wave 1, beat wave 7 of Holdout on The Alesso Heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Finely Tuned Heister,"Having started from wave 1, beat wave 9 of Holdout on The Alesso Heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
The Hat of a Mariachi,"Having started from wave 1, beat wave 3 of Holdout on the San Martín Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Scorpions and Negotiators,"Having started from wave 1, beat wave 5 of Holdout on the San Martín Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Seven Mexican Standoffs,"Having started from wave 1, beat wave 7 of Holdout on the San Martín Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Federales on the Run,"Having started from wave 1, beat wave 9 of Holdout on the San Martín Bank heist.",,,Achievement,Holdout,,Normal,Incomplete,,Holdout
Sunday Drive,Complete the Meltdown job on the Normal difficulty or above.,,,Achievement,Completion,Meltdown,Normal,Incomplete,,
Every Dog Has Its Afternoon,Complete the Watchdogs job on the Hard difficulty or above.,,,Achievement,Completion,Watchdogs,Hard,Incomplete,,
Valuable Ornaments,"Complete the Diamond Heist on the Normal difficulty or above. Unlocks the ""Tactical BDU"" outfit.",,Yes,Achievement,Completion,Diamond Heist,Normal,Incomplete,,
Some Very Expensive Rocks,Complete the Diamond Heist on the Hard difficulty or above.,,,Achievement,Completion,Diamond Heist,Hard,Incomplete,,
Costly Gems,Complete the Diamond Heist on the Very Hard difficulty or above.,,,Achievement,Completion,Diamond Heist,Very Hard,Incomplete,,
Precious Stones,Complete the Diamond Heist on the OVERKILL difficulty or above.,,,Achievement,Completion,Diamond Heist,Overkill,Incomplete,,
Shiny Pieces of Carbon,Complete the Diamond Heist on the Mayhem difficulty or above.,,,Achievement,Completion,Diamond Heist,Mayhem,Incomplete,,
Well Guarded Jewels,Complete the Diamond Heist on the Death Wish difficulty or above.,,,Achievement,Completion,Diamond Heist,Death Wish,Incomplete,,
A Hard Won Price,Complete the Diamond Heist on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,Diamond Heist,DSOD,Incomplete,,
Blood Diamond,On the Diamond Heist secure the red diamond on the OVERKILL difficulty or above.,,,Achievement,Heist,Diamond Heist,Overkill,Incomplete,,
The Hunt for the Blue Sapphires,On the Diamond Heist find and pick up every sapphire outside the vault on the OVERKILL difficulty or above.,,,Achievement,Heist,Diamond Heist,Overkill,Incomplete,,
Denied,Destroy 30 Flashbangs before they detonate.,,,Achievement,Misc,,Normal,Incomplete,,
Hipster,Complete a day of any job in loud without ever aiming down the sights of your weapons.,,,Achievement,Equipment,,Normal,Incomplete,,
Just Shut up and Take My Money!,"On day 1 of the Reservoir Dogs job, hit the cashier in the Garnet Group boutique with the Money Bundle melee weapon.",,,Achievement,Heist,Reservoir Dogs Heist,Normal,Incomplete,,
I'm Sure No One Heard That,"On the Ukrainian Job, complete the heist in stealth after triggering the alarm with the metal detectors.",,,Achievement,Heist,Ukrainian Job,Normal,Incomplete,,
"Damn it, Bile...","On day 2 of the Big Oil job, have Bile trigger the alarm.",,,Achievement,Heist,Big Oil,Normal,Incomplete,,
Van Gogh to Hell,"In the Art Gallery job, throw a painting onto a toilet.",,,Achievement,Heist,Art Gallery,Normal,Incomplete,,
Masterpiece,"In the Art Gallery job, secure all paintings in stealth without killing any security guards.",,,Achievement,Heist,Art Gallery,Normal,Incomplete,,
Down Payment,"On the First World Bank job, kill the bank manager with the Money Bundle melee weapon.",,,Achievement,Heist,First World Bank,Normal,Incomplete,,
Watch The Power Switch!,"On day 2 of the Hoxton Breakout job, don't let the cops turn off the power while Hoxton is in the server room on the OVERKILL difficulty or above.",,,Achievement,Heist,Hoxton Breakout,Overkill,Incomplete,,
Snipe This!,Kill a Sniper with a melee weapon.,,,Achievement,Equipment,,Normal,Incomplete,,
The Raid Gang,Complete the Safe House Raid and don't let the cops pick up any bags on the Death Wish difficulty or above.,,,Achievement,Heist,Safe House Raid,Death Wish,Incomplete,,
Drive By,Kill 10 enemies while in the passenger seat of a vehicle.,,,Achievement,Equipment,,Normal,Incomplete,,
Sand in Your Shoes,Complete the Henry's Rock job on the Normal difficulty or above.,,,Achievement,Completion,Henry's Rock,Normal,Incomplete,,
Murkywater's Lost and Found Department,Complete the Henry's Rock job on the Hard difficulty or above.,,,Achievement,Completion,Henry's Rock,Hard,Incomplete,,
Kicked a Tumbleweed,Complete the Henry's Rock job on the Very Hard difficulty or above.,,,Achievement,Completion,Henry's Rock,Very Hard,Incomplete,,
Oasis of Bullets,Complete the Henry's Rock job on the OVERKILL difficulty or above.,,,Achievement,Completion,Henry's Rock,Overkill,Incomplete,,
Just Some Medical Students,"Complete the No Mercy job on the Normal difficulty or above. Unlocks the ""Scrubs"" outfit.",,Yes,Achievement,Completion,No Mercy,Normal,Incomplete,,
A Good Haul,"In any Branch Bank job, secure loot bags for a value of at least $400.000.",,,Achievement,Heist,Bank Heist,Normal,Incomplete,,
Hostage Situation,"In the Diamond Store job, don't let any civilians escape, die or leave the Diamond store. Until all bags of loot from the diamond store are secured on the OVERKILL difficulty or above.",,,Achievement,Heist,Diamond Store,Overkill,Incomplete,,
Let them Boogie,"Complete the Nightclub job, without setting off the alarm on the OVERKILL difficulty or above.",,,Achievement,Heist,Nightclub,Overkill,Incomplete,,
What's in the Box?,On the White Xmas job open 40 packages before escaping on the OVERKILL difficulty or above.,,,Achievement,Heist,White Xmas,Overkill,Incomplete,,
Gift Giver,"Get 75 kills with any non-explosive throwable weapon. Unlocks the ""Bulbous Bauble"" Weapon Charm.",,Yes,Achievement,Equipment,,Normal,Incomplete,,
Conspiracy Theory,"Find and listen to all four Lost Tapes. Unlocks the ""Surveillant"" suit, the ""Playback"" gloves, and the ""Clownbyte"" mask.",,Yes,Achievement,Heist,,Normal,Incomplete,,
Friendship Frozen,"Complete the Alaskan Deal job on the Normal difficulty or above. Unlocks the ""Winter Camo Parka"" outfit.",,Yes,Achievement,Completion,Alaskan Deal,Normal,Incomplete,,
Chilly Deception,Complete the Alaskan Deal job on the Hard difficulty or above.,,,Achievement,Completion,Alaskan Deal,Hard,Incomplete,,
Ice Cold Treachery,Complete the Alaskan Deal job on the Very Hard difficulty or above.,,,Achievement,Completion,Alaskan Deal,Very Hard,Incomplete,,
A Cold Deal,Complete the Alaskan Deal job on the OVERKILL difficulty or above.,,,Achievement,Completion,Alaskan Deal,Overkill,Incomplete,,
Snowy Deceit,Complete the Alaskan Deal job on the Mayhem difficulty or above.,,,Achievement,Completion,Alaskan Deal,Mayhem,Incomplete,,
Arctic Backstab,Complete the Alaskan Deal job on the Death Wish difficulty or above.,,,Achievement,Completion,Alaskan Deal,Death Wish,Incomplete,,
Treason in Alaskan,Complete the Alaskan Deal job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,Alaskan Deal,DSOD,Incomplete,,
There Was Room For Two,In the Alaskan Deal job shoot the SWAT that is hanging on to the door out in the water.,,,Achievement,Heist,Alaskan Deal,Normal,Incomplete,,
The Fuel Must Flow,In the Alaskan Deal job don't let the cops cut off the flow of fuel from the tank to the ship on the OVERKILL difficulty or above.,,,Achievement,Heist,Alaskan Deal,Overkill,Incomplete,,
Headless Snowmen,In the Alaskan Deal job find and shoot the heads off on all the snowmen.,,,Achievement,Heist,Alaskan Deal,Normal,Incomplete,,
Dead Change,Steal from the Dead.,,,Achievement,Heist,Diamond Heist,Normal,Incomplete,,
Compact Confrontation,Kill a Sniper from a distance of 40 meters with the Compact 40mm Grenade Launcher.,,,Achievement,Equipment,,Normal,Incomplete,,
Human Sentry Gun,Kill 20 enemies with a Light Machine Gun while using the bipod without un-deploying.,,,Achievement,Equipment,,Normal,Incomplete,,
I Will Succeed With Dignity,"In the Shadow Raid job, complete the heist without using any pre-planning favors on the OVERKILL difficulty or above.",,,Achievement,Heist,Shadow Raid,Overkill,Incomplete,,
Golden Grin Anonymous,"Spend at least a $1,000,000,000 in the Offshore Payday.",,,Achievement,Misc,,Normal,Incomplete,,
Why?,"On the Counterfeit job, place a body bag on the grill.",,,Achievement,Heist,Counterfeit,Normal,Incomplete,,
Federal Assurance,"In the First World Bank job, kill all Bulldozers in the vault within 30 seconds after jumping down the hole.",,,Achievement,Heist,First World Bank,Normal,Incomplete,,
Silver Tongue,"On day 1 of the Reservoir Dogs job, convert the cashier in the Garnet Group boutique to fight for you.",,,Achievement,Heist,Reservoir Dogs Heist,Normal,Incomplete,,
"Remember, No Russian","In the Boiling Point job, scan all 4 bodies without letting the mercenaries turn off the power or stop the scanner on the OVERKILL difficulty or above.",,,Achievement,Heist,Boiling Point,Overkill,Incomplete,,
The Safe Words are Police Brutality and Irony,Kill a Cloaker with the Telescopic Baton.,,,Achievement,Equipment,,Normal,Incomplete,,
C-40,"In a single day of any job, place at least 40 trip mines.",,,Achievement,Equipment,,Normal,Incomplete,,
Draganborn,"In the Safe House, hit the punching bag in Dragan's gym for over 500 points in a single hit.",,,Achievement,Misc,,Normal,Incomplete,,
Say Hello To My Halloween Friend!,"In the Cursed Kill Room job, Acquire all 7 ""Deadly Sins"" masks.",,,Achievement,Heist,Cursed Kill Room,Normal,Incomplete,,
Faster! Faster! I can do it faster!,"In the Cursed Kill Room job, open at least 6 safes in a single run on the Very Hard difficulty or above.",,,Achievement,Heist,Cursed Kill Room,Very Hard,Incomplete,,
I Feel Like Robin Hood!,Complete the Undercover job with every crew member using only a bow without any modifications on the OVERKILL difficulty or above.,,,Achievement,Heist,Undercover,Overkill,Incomplete,,
A Junkyard Full Of Junkies,"On day 1 of the Big Oil job, kill all of the bikers within 1 minute of the heist starting.",,,Achievement,Heist,Big Oil,Normal,Incomplete,,
Global Warming,Complete the Alaskan Deal job with all crew members using only Flamethrowers.,,,Achievement,Heist,Alaskan Deal,Normal,Incomplete,,
Virus,Play a heist together with a player who has this achievement on your crew.,,,Achievement,Misc,,Normal,Incomplete,,
One Man Army,Complete any job in loud on your own on the OVERKILL difficulty or above.,,,Achievement,Heist,,Overkill,Incomplete,,
WULULULULU--BZZZT!!!,Stop a charging Cloaker with either the Buzzer or Electrical Brass Knuckles melee weapons.,,,Achievement,Equipment,,Normal,Incomplete,,
Expert Landing,"In the Birth of Sky job, have all players land on the roof of any building, car or other structure and together get 200 kills before ever touching the ground on the Death Wish difficulty or above.",,,Achievement,Heist,Birth of Sky,Death Wish,Incomplete,,
Lieutenant Colonel,Convert 300 enemies to fight for you.,,,Achievement,Misc,,Normal,Incomplete,,
A Tazed of Your Own Medicine,Kill a Taser with either the Buzzer or Electrical Brass Knuckles melee weapons.,,,Achievement,Equipment,,Normal,Incomplete,,
Prairie Heister,Complete the Henry's Rock job on the Mayhem difficulty or above.,,,Achievement,Completion,Henry's Rock,Mayhem,Incomplete,,
Dust Devil Adventurer,Complete the Henry's Rock job on the Death Wish difficulty or above.,,,Achievement,Completion,Henry's Rock,Death Wish,Incomplete,,
Not in Kansas Anymore,Complete the Henry's Rock job on the Death Sentence difficulty.,,,Achievement,Completion,Henry's Rock,Death Sentence,Incomplete,,
Heisting on the Salt Flats,Complete the Henry's Rock job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,Henry's Rock,DSOD,Incomplete,,
The Red Button,"In the Henry's Rock job, push the red button and escape.",,,Achievement,Heist,Henry's Rock,Overkill,Incomplete,,
Hidden Secrets,You found something really weird.,,,Achievement,Heist,Henry's Rock,Normal,Incomplete,,
"Boom, Headshot!","In the Henry's Rock job, headshot all five test mannequins in the Weapons Lab using a Pistol and/or Akimbo Pistols within 3 seconds.",,,Achievement,Heist,Henry's Rock,Normal,Incomplete,,
Interns on the Floor,Complete the No Mercy job on the Hard difficulty or above.,,,Achievement,Completion,No Mercy,Hard,Incomplete,,
Becoming Residents,Complete the No Mercy job on the Very Hard difficulty or above.,,,Achievement,Completion,No Mercy,Very Hard,Incomplete,,
A General Practitioner of the Medical Art,Complete the No Mercy job on the OVERKILL difficulty or above.,,,Achievement,Completion,No Mercy,Overkill,Incomplete,,
A Couple of Fellows,Complete the No Mercy job on the Mayhem difficulty or above.,,,Achievement,Completion,No Mercy,Mayhem,Incomplete,,
Attending the Ill and Sick,Complete the No Mercy job on the Death Wish difficulty or above.,,,Achievement,Completion,No Mercy,Death Wish,Incomplete,,
Consulting the Chief Physician,Complete the No Mercy job on the Death Sentence difficulty.,,,Achievement,Completion,No Mercy,Death Sentence,Incomplete,,
Filing for Malpractice,Complete the No Mercy job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,No Mercy,DSOD,Incomplete,,
...or was it the blue one?,"In the No Mercy job, cut the correct wire opening the ICU door security system.",,,Achievement,Heist,No Mercy,Normal,Incomplete,,
Keeping the Cool,Complete the No Mercy job on the hard difficulty or above without raising the alarm before reaching the ICU.,,,Achievement,Heist,No Mercy,Hard,Incomplete,,
Nyctophobia,"Complete the No Mercy on the hard difficulty or above, getting the power back up within 5 seconds of it being shut down.",,,Achievement,Heist,No Mercy,Hard,Incomplete,,
Strolling through the Rose Garden,Complete The White House job on the Normal difficulty or above.,,,Achievement,Completion,The White House,Normal,Incomplete,,
Just Like John Adams,Complete The White House job on the Hard difficulty or above.,,,Achievement,Completion,The White House,Hard,Incomplete,,
You Can't Vote Twice,Complete The White House job on the Very Hard difficulty or above.,,,Achievement,Completion,The White House,Very Hard,Incomplete,,
Setting Your Sights On 1600 Penn,Complete The White House job on the OVERKILL difficulty or above.,,,Achievement,Completion,The White House,Overkill,Incomplete,,
A Hearing in Congress,Complete The White House job on the Mayhem difficulty or above.,,,Achievement,Completion,The White House,Mayhem,Incomplete,,
A Night at the Theater,Complete The White House job on the Death Wish difficulty or above.,,,Achievement,Completion,The White House,Death Wish,Incomplete,,
Party Like it's 1812,Complete The White House job on the Death Sentence difficulty.,,,Achievement,Completion,The White House,Death Sentence,Incomplete,,
Taking the Oval Office in Style,Complete The White House job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,The White House,DSOD,Incomplete,,
A Heist to Remember,Find a fitting souvenir from The White House job and take it with you.,,,Achievement,Heist,The White House,Normal,Incomplete,,
Big Brother,Complete The White House job in stealth and without destroying a single camera on the OVERKILL difficulty or above.,,,Achievement,Heist,The White House,Overkill,Incomplete,,
President For a Day,Complete The White House job while wearing any presidential mask on the OVERKILL difficulty or above.,,,Achievement,Heist,The White House,Overkill,Incomplete,,
Self Checkout,"In the Mallcrasher job, complete the heist and escape within 3 minutes.",,,Achievement,Heist,Mallcrasher,Normal,Incomplete,,
Attacked Helicopter,"In the Green Bridge job, kill the helicopter turret before the plane picks up the prisoner on the OVERKILL difficulty or above.",,,Achievement,Heist,Green Bridge,Overkill,Incomplete,,
Hack This!,"In the Henry's Rock job, destroy the security turrets instead of shutting them down on the OVERKILL difficulty or above.",,,Achievement,Heist,Henry's Rock,Overkill,Incomplete,,
Settling a Scar,Complete the Scarface Mansion job within 15 minutes in loud on the OVERKILL difficulty and above.,,,Achievement,Heist,Scarface Mansion,Overkill,Incomplete,,
Out Of Bounds,"On day 2 of the Watchdogs job, secure 12 bags without letting any law enforcer enter the warehouse on the OVERKILL difficulty or above.",,,Achievement,Heist,Watchdogs,Overkill,Incomplete,,
Cooking in the Sun,Complete the Border Crystals job on the Normal difficulty or above.,,,Achievement,Completion,Border Crystals,Normal,Incomplete,,
Free Shipping and Handling,Complete the Border Crystals job on the Hard difficulty or above.,,,Achievement,Completion,Border Crystals,Hard,Incomplete,,
A Dish Best Served Hot,Complete the Border Crystals job on the Very Hard difficulty or above.,,,Achievement,Completion,Border Crystals,Very Hard,Incomplete,,
Kings and Queens of Crystal,Complete the Border Crystals job on the OVERKILL difficulty or above.,,,Achievement,Completion,Border Crystals,Overkill,Incomplete,,
"If You Can't Stand The Heat, Get Out Of The Meth Lab",Complete the Border Crystals job on the Mayhem difficulty or above.,,,Achievement,Completion,Border Crystals,Mayhem,Incomplete,,
There is Sand in My Meth!,Complete the Border Crystals job on the Death Wish difficulty or above.,,,Achievement,Completion,Border Crystals,Death Wish,Incomplete,,
With a Bite of Habanero,Complete the Border Crystals job on the Death Sentence difficulty.,,,Achievement,Completion,Border Crystals,Death Sentence,Incomplete,,
No Coming Back for Seconds,Complete the Border Crystals job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,Border Crystals,DSOD,Incomplete,,
Heister Cocinero,"In the Border Crystals job, escape the heist with 25 bags of meth on the OVERKILL difficulty or above.",,,Achievement,Heist,Border Crystals,Overkill,Incomplete,,
For all you legends,"As a community, all heisters have to kill 5.000.000 enemies using the Comically Large Spoon melee weapon while also having contributed 100 kills to the total. Unlocks the ""Comically Large Spoon of Gold"" melee weapon.",,Yes,Achievement,Equipment,,Normal,Incomplete,,
Buzzbomb,"While wearing the ""Cable Guy"" outfit, kill 200 enemies using electric melee weapons on the OVERKILL difficulty or above. Unlocks the ""X1-ZAPper"" Throwable Grenade.",,Yes,Achievement,Equipment,,Overkill,Incomplete,,
Cloaker Charmer,"Complete the Prison Nightmare job on the Very Hard difficulty or above, while wearing ""PNV BriteNite"" mask and kill at least one Cloaker. Unlocks the ""Cloaker Mascot"" Weapon Charm.",,Yes,Achievement,Heist,Prison Nightmare,Very Hard,Incomplete,,
CAR vs. Car,"Destroy a SWAT van turret using only the CAR-4 rifle. Unlocks the ""Longbore"" Exclusive Weapon Set for the CAR-4 rifle.",,Yes,Achievement,Equipment,,Normal,Incomplete,,
Bad Company,Complete the Hostile Takeover job on the Normal difficulty or above.,,,Achievement,Completion,Hostile Takeover,Normal,Incomplete,,
Product Displacement,Complete the Hostile Takeover job on the Hard difficulty or above.,,,Achievement,Completion,Hostile Takeover,Hard,Incomplete,,
You’ve Got Blackmail,Complete the Hostile Takeover job on the Very Hard difficulty or above.,,,Achievement,Completion,Hostile Takeover,Very Hard,Incomplete,,
Carbon Captured,Complete the Hostile Takeover job on the OVERKILL difficulty or above.,,,Achievement,Completion,Hostile Takeover,Overkill,Incomplete,,
Back to the Lab,Complete the Hostile Takeover job on the Mayhem difficulty or above.,,,Achievement,Completion,Hostile Takeover,Mayhem,Incomplete,,
For a Rainey Day,Complete the Hostile Takeover job on the Death Wish difficulty or above.,,,Achievement,Completion,Hostile Takeover,Death Wish,Incomplete,,
"Que sera, SERA",Complete the Hostile Takeover job on the Death Sentence difficulty.,,,Achievement,Completion,Hostile Takeover,Death Sentence,Incomplete,,
Corporate Espionage,Complete the Hostile Takeover job on the Death Sentence difficulty with the One Down mechanic activated.,,,Achievement,Completion,Hostile Takeover,DSOD,Incomplete,,
"Texas Treasures, Part 3","In the Hostile Takeover job, use the USB stick to find and open the hidden safe and steal the content.",,,Achievement,Heist,Hostile Takeover,Normal,Incomplete,,
System Shocked,"In the Hostile Takeover job on the OVERKILL difficulty or above, while remaining in the flooded lab, lure at least 50 enemies to a shocking death.",,,Achievement,Heist,Hostile Takeover,Overkill,Incomplete,,
Payday Kart 64,"In the Hostile Takeover job, use golf carts to smash every shuttle pick up sign in numerical order in under 1 minute.",,,Achievement,Heist,Hostile Takeover,Normal,Incomplete,,
Just Passing Through,"Complete the Hostile Takeover job in stealth within 7 minutes on solo, or 4 minutes on multiplayer, on the OVERKILL difficulty and above without killing any civilians.",,,Achievement,Heist,Hostile Takeover,Overkill,Incomplete,,
No Fish Were Harmed In The Making Of This Heist,Complete the Crude Awakening job on the Normal difficulty or above.,,,Achievement,Completion,Crude Awakening,Normal,Incomplete,,
Midnight Oil,Complete the Crude Awakening job on the Hard difficulty or above.,,,Achievement,Completion,Crude Awakening,Hard,Incomplete,,
Up In Flames,Complete the Crude Awakening job on the Very Hard difficulty or above.,,,Achievement,Completion,Crude Awakening,Very Hard,Incomplete,,
SERA Needs A Medic Bag,Complete the Crude Awakening job on the OVERKILL difficulty or above.,,,Achievement,Completion,Crude Awakening,Overkill,Incomplete,,
Black Gold Burning,Complete the Crude Awakening job on the Mayhem difficulty or above.,,,Achievement,Completion,Crude Awakening,Mayhem,Incomplete,,
